"Statistics name :","Prefectural Data Social Indicators by Prefecture"
"Table Number :","0000010204"
"Title :","[System of Social and Demographic Statistics] System of Social and Demographic Statistics D Administrative Base"
"Implementation date :","-","-"
"Cities, Towns and Villages :","-"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/D Administrative Base Code","#D0310401"
"SURVEY YEAR Code","SURVEY YEAR","AREA Code","AREA","/D Administrative Base","#D0310401_Percentage of social welfare expenditure (Prefecture)[%]"
"1996100000","1996","28000","Hyogo-ken","","1.77"
"1996100000","1996","29000","Nara-ken","","2.40"
"1996100000","1996","30000","Wakayama-ken","","2.25"
"1996100000","1996","31000","Tottori-ken","","1.76"
"1996100000","1996","32000","Shimane-ken","","1.59"
"1996100000","1996","33000","Okayama-ken","","1.65"
"1996100000","1996","34000","Hiroshima-ken","","1.74"
"1996100000","1996","35000","Yamaguchi-ken","","1.73"
"1996100000","1996","36000","Tokushima-ken","","1.44"
"1996100000","1996","37000","Kagawa-ken","","2.72"
"1996100000","1996","38000","Ehime-ken","","1.63"
"1996100000","1996","39000","Kochi-ken","","1.36"
"1996100000","1996","40000","Fukuoka-ken","","2.10"
"1996100000","1996","41000","Saga-ken","","1.65"
"1996100000","1996","42000","Nagasaki-ken","","1.36"
"1996100000","1996","43000","Kumamoto-ken","","1.50"
"1996100000","1996","44000","Oita-ken","","1.66"
"1996100000","1996","45000","Miyazaki-ken","","1.75"
"1996100000","1996","46000","Kagoshima-ken","","1.57"
"1996100000","1996","47000","Okinawa-ken","","1.74"
"1997100000","1997","00000","All Japan","","1.95"
"1997100000","1997","01000","Hokkaido","","1.34"
"1997100000","1997","02000","Aomori-ken","","1.83"
"1997100000","1997","03000","Iwate-ken","","1.60"
"1997100000","1997","04000","Miyagi-ken","","1.42"
"1997100000","1997","05000","Akita-ken","","1.96"
"1997100000","1997","06000","Yamagata-ken","","1.37"
"1997100000","1997","07000","Fukushima-ken","","2.43"
"1997100000","1997","08000","Ibaraki-ken","","1.89"
"1997100000","1997","09000","Tochigi-ken","","1.91"
"1997100000","1997","10000","Gumma-ken","","2.25"
"1997100000","1997","11000","Saitama-ken","","2.87"
"1997100000","1997","12000","Chiba-ken","","1.50"
"1997100000","1997","13000","Tokyo-to","","2.61"
"1997100000","1997","14000","Kanagawa-ken","","2.49"
"1997100000","1997","15000","Niigata-ken","","1.31"
"1997100000","1997","16000","Toyama-ken","","1.43"
"1997100000","1997","17000","Ishikawa-ken","","1.53"
"1997100000","1997","18000","Fukui-ken","","1.90"
"1997100000","1997","19000","Yamanashi-ken","","1.82"
"1997100000","1997","20000","Nagano-ken","","2.14"
"1997100000","1997","21000","Gifu-ken","","1.75"
"1997100000","1997","22000","Shizuoka-ken","","1.25"
"1997100000","1997","23000","Aichi-ken","","2.19"
"1997100000","1997","24000","Mie-ken","","1.84"
"1997100000","1997","25000","Shiga-ken","","1.78"
"1997100000","1997","26000","Kyoto-fu","","2.03"
"1997100000","1997","27000","Osaka-fu","","1.94"
"1997100000","1997","28000","Hyogo-ken","","2.45"
"1997100000","1997","29000","Nara-ken","","2.44"
"1997100000","1997","30000","Wakayama-ken","","2.22"
"1997100000","1997","31000","Tottori-ken","","1.88"
"1997100000","1997","32000","Shimane-ken","","1.56"
"1997100000","1997","33000","Okayama-ken","","1.79"
"1997100000","1997","34000","Hiroshima-ken","","1.61"
"1997100000","1997","35000","Yamaguchi-ken","","1.86"
"1997100000","1997","36000","Tokushima-ken","","1.66"
"1997100000","1997","37000","Kagawa-ken","","2.12"
"1997100000","1997","38000","Ehime-ken","","1.67"
"1997100000","1997","39000","Kochi-ken","","1.44"
"1997100000","1997","40000","Fukuoka-ken","","1.84"
"1997100000","1997","41000","Saga-ken","","1.68"
"1997100000","1997","42000","Nagasaki-ken","","1.75"
"1997100000","1997","43000","Kumamoto-ken","","1.34"
"1997100000","1997","44000","Oita-ken","","1.65"
"1997100000","1997","45000","Miyazaki-ken","","1.47"
"1997100000","1997","46000","Kagoshima-ken","","1.77"
"1997100000","1997","47000","Okinawa-ken","","1.85"
"1998100000","1998","00000","All Japan","","1.91"
"1998100000","1998","01000","Hokkaido","","1.33"
"1998100000","1998","02000","Aomori-ken","","1.56"
"1998100000","1998","03000","Iwate-ken","","1.65"
"1998100000","1998","04000","Miyagi-ken","","1.45"
"1998100000","1998","05000","Akita-ken","","1.68"
"1998100000","1998","06000","Yamagata-ken","","1.39"
"1998100000","1998","07000","Fukushima-ken","","2.35"
"1998100000","1998","08000","Ibaraki-ken","","1.90"
"1998100000","1998","09000","Tochigi-ken","","1.63"
"1998100000","1998","10000","Gumma-ken","","1.80"
"1998100000","1998","11000","Saitama-ken","","2.40"
"1998100000","1998","12000","Chiba-ken","","1.54"
"1998100000","1998","13000","Tokyo-to","","2.61"
"1998100000","1998","14000","Kanagawa-ken","","2.47"
"1998100000","1998","15000","Niigata-ken","","1.33"
"1998100000","1998","16000","Toyama-ken","","1.56"
"1998100000","1998","17000","Ishikawa-ken","","1.32"
"1998100000","1998","18000","Fukui-ken","","1.78"
"1998100000","1998","19000","Yamanashi-ken","","1.71"
"1998100000","1998","20000","Nagano-ken","","1.71"
"1998100000","1998","21000","Gifu-ken","","1.71"
"1998100000","1998","22000","Shizuoka-ken","","1.27"
"1998100000","1998","23000","Aichi-ken","","2.16"
"1998100000","1998","24000","Mie-ken","","1.82"
"1998100000","1998","25000","Shiga-ken","","2.00"
"1998100000","1998","26000","Kyoto-fu","","2.01"
"1998100000","1998","27000","Osaka-fu","","2.00"
"1998100000","1998","28000","Hyogo-ken","","2.59"
"1998100000","1998","29000","Nara-ken","","1.97"
"1998100000","1998","30000","Wakayama-ken","","2.10"
"1998100000","1998","31000","Tottori-ken","","1.92"
"1998100000","1998","32000","Shimane-ken","","2.28"
"1998100000","1998","33000","Okayama-ken","","1.69"
"1998100000","1998","34000","Hiroshima-ken","","1.51"
"1998100000","1998","35000","Yamaguchi-ken","","1.83"
"1998100000","1998","36000","Tokushima-ken","","1.66"
"1998100000","1998","37000","Kagawa-ken","","2.17"
"1998100000","1998","38000","Ehime-ken","","1.74"
"1998100000","1998","39000","Kochi-ken","","1.69"
"1998100000","1998","40000","Fukuoka-ken","","1.95"
"1998100000","1998","41000","Saga-ken","","1.67"
"1998100000","1998","42000","Nagasaki-ken","","1.67"
"1998100000","1998","43000","Kumamoto-ken","","1.60"
"1998100000","1998","44000","Oita-ken","","1.61"
"1998100000","1998","45000","Miyazaki-ken","","1.32"
"1998100000","1998","46000","Kagoshima-ken","","1.90"
"1998100000","1998","47000","Okinawa-ken","","1.68"
"1999100000","1999","00000","All Japan","","1.89"
"1999100000","1999","01000","Hokkaido","","1.30"
"1999100000","1999","02000","Aomori-ken","","1.64"
"1999100000","1999","03000","Iwate-ken","","1.61"
"1999100000","1999","04000","Miyagi-ken","","1.75"
"1999100000","1999","05000","Akita-ken","","1.59"
"1999100000","1999","06000","Yamagata-ken","","1.42"
"1999100000","1999","07000","Fukushima-ken","","2.22"
"1999100000","1999","08000","Ibaraki-ken","","2.01"
"1999100000","1999","09000","Tochigi-ken","","1.92"
"1999100000","1999","10000","Gumma-ken","","1.72"
"1999100000","1999","11000","Saitama-ken","","2.60"
"1999100000","1999","12000","Chiba-ken","","1.50"
"1999100000","1999","13000","Tokyo-to","","2.59"
"1999100000","1999","14000","Kanagawa-ken","","2.46"
"1999100000","1999","15000","Niigata-ken","","1.33"
"1999100000","1999","16000","Toyama-ken","","1.92"
"1999100000","1999","17000","Ishikawa-ken","","1.15"
"1999100000","1999","18000","Fukui-ken","","1.74"
"1999100000","1999","19000","Yamanashi-ken","","1.87"
"1999100000","1999","20000","Nagano-ken","","1.66"
"1999100000","1999","21000","Gifu-ken","","1.83"
"1999100000","1999","22000","Shizuoka-ken","","1.31"
"1999100000","1999","23000","Aichi-ken","","1.92"
"1999100000","1999","24000","Mie-ken","","1.89"
"1999100000","1999","25000","Shiga-ken","","1.87"
"1999100000","1999","26000","Kyoto-fu","","2.11"
"1999100000","1999","27000","Osaka-fu","","1.79"
"1999100000","1999","28000","Hyogo-ken","","2.34"
"1999100000","1999","29000","Nara-ken","","2.00"
"1999100000","1999","30000","Wakayama-ken","","2.13"
"1999100000","1999","31000","Tottori-ken","","1.83"
"1999100000","1999","32000","Shimane-ken","","2.72"
"1999100000","1999","33000","Okayama-ken","","1.59"
"1999100000","1999","34000","Hiroshima-ken","","1.39"
"1999100000","1999","35000","Yamaguchi-ken","","1.76"
"1999100000","1999","36000","Tokushima-ken","","1.70"
"1999100000","1999","37000","Kagawa-ken","","2.19"
"1999100000","1999","38000","Ehime-ken","","1.73"
"1999100000","1999","39000","Kochi-ken","","1.42"
"1999100000","1999","40000","Fukuoka-ken","","1.93"
"1999100000","1999","41000","Saga-ken","","1.75"
"1999100000","1999","42000","Nagasaki-ken","","1.63"
"1999100000","1999","43000","Kumamoto-ken","","1.75"
"1999100000","1999","44000","Oita-ken","","1.58"
"1999100000","1999","45000","Miyazaki-ken","","1.32"
"1999100000","1999","46000","Kagoshima-ken","","1.91"
"1999100000","1999","47000","Okinawa-ken","","1.51"
"2000100000","2000","00000","All Japan","","1.88"
"2000100000","2000","01000","Hokkaido","","1.36"
"2000100000","2000","02000","Aomori-ken","","1.86"
"2000100000","2000","03000","Iwate-ken","","1.56"
"2000100000","2000","04000","Miyagi-ken","","1.89"
"2000100000","2000","05000","Akita-ken","","1.73"
"2000100000","2000","06000","Yamagata-ken","","1.43"
"2000100000","2000","07000","Fukushima-ken","","1.98"
"2000100000","2000","08000","Ibaraki-ken","","1.99"
"2000100000","2000","09000","Tochigi-ken","","2.34"
"2000100000","2000","10000","Gumma-ken","","2.57"
"2000100000","2000","11000","Saitama-ken","","2.67"
"2000100000","2000","12000","Chiba-ken","","1.49"
"2000100000","2000","13000","Tokyo-to","","2.15"
"2000100000","2000","14000","Kanagawa-ken","","2.38"
"2000100000","2000","15000","Niigata-ken","","1.45"
"2000100000","2000","16000","Toyama-ken","","1.50"
"2000100000","2000","17000","Ishikawa-ken","","1.18"
"2000100000","2000","18000","Fukui-ken","","1.96"
"2000100000","2000","19000","Yamanashi-ken","","1.81"
"2000100000","2000","20000","Nagano-ken","","1.77"
"2000100000","2000","21000","Gifu-ken","","1.88"
"2000100000","2000","22000","Shizuoka-ken","","1.30"
"2000100000","2000","23000","Aichi-ken","","1.88"
"2000100000","2000","24000","Mie-ken","","1.84"
"2000100000","2000","25000","Shiga-ken","","2.02"
"2000100000","2000","26000","Kyoto-fu","","2.13"
"2000100000","2000","27000","Osaka-fu","","1.83"
"2000100000","2000","28000","Hyogo-ken","","2.62"
"2000100000","2000","29000","Nara-ken","","1.96"
"2000100000","2000","30000","Wakayama-ken","","2.52"
"2000100000","2000","31000","Tottori-ken","","2.02"
"2000100000","2000","32000","Shimane-ken","","1.68"
"2000100000","2000","33000","Okayama-ken","","1.63"
"2000100000","2000","34000","Hiroshima-ken","","1.53"
"2000100000","2000","35000","Yamaguchi-ken","","1.76"
"2000100000","2000","36000","Tokushima-ken","","1.82"
"2000100000","2000","37000","Kagawa-ken","","2.26"
"2000100000","2000","38000","Ehime-ken","","1.68"
"2000100000","2000","39000","Kochi-ken","","1.91"
"2000100000","2000","40000","Fukuoka-ken","","1.98"
"2000100000","2000","41000","Saga-ken","","1.79"
"2000100000","2000","42000","Nagasaki-ken","","1.68"
"2000100000","2000","43000","Kumamoto-ken","","1.51"
"2000100000","2000","44000","Oita-ken","","1.61"
"2000100000","2000","45000","Miyazaki-ken","","1.38"
"2000100000","2000","46000","Kagoshima-ken","","1.60"
"2000100000","2000","47000","Okinawa-ken","","1.77"
"2001100000","2001","00000","All Japan","","2.06"
"2001100000","2001","01000","Hokkaido","","1.58"
"2001100000","2001","02000","Aomori-ken","","1.61"
"2001100000","2001","03000","Iwate-ken","","1.77"
"2001100000","2001","04000","Miyagi-ken","","2.12"
"2001100000","2001","05000","Akita-ken","","2.22"
"2001100000","2001","06000","Yamagata-ken","","1.59"
"2001100000","2001","07000","Fukushima-ken","","1.99"
"2001100000","2001","08000","Ibaraki-ken","","2.14"
"2001100000","2001","09000","Tochigi-ken","","1.93"
"2001100000","2001","10000","Gumma-ken","","2.17"
"2001100000","2001","11000","Saitama-ken","","3.11"
"2001100000","2001","12000","Chiba-ken","","1.83"
"2001100000","2001","13000","Tokyo-to","","2.21"
"2001100000","2001","14000","Kanagawa-ken","","2.61"
"2001100000","2001","15000","Niigata-ken","","1.52"
"2001100000","2001","16000","Toyama-ken","","1.54"
"2001100000","2001","17000","Ishikawa-ken","","1.32"
"2001100000","2001","18000","Fukui-ken","","2.65"
"2001100000","2001","19000","Yamanashi-ken","","1.96"
"2001100000","2001","20000","Nagano-ken","","1.87"
"2001100000","2001","21000","Gifu-ken","","1.95"
"2001100000","2001","22000","Shizuoka-ken","","1.53"
"2001100000","2001","23000","Aichi-ken","","2.13"
"2001100000","2001","24000","Mie-ken","","2.06"
"2001100000","2001","25000","Shiga-ken","","2.23"
"2001100000","2001","26000","Kyoto-fu","","2.51"
"2001100000","2001","27000","Osaka-fu","","2.31"
"2001100000","2001","28000","Hyogo-ken","","2.60"
"2001100000","2001","29000","Nara-ken","","2.53"
"2001100000","2001","30000","Wakayama-ken","","2.97"
"2001100000","2001","31000","Tottori-ken","","2.09"
"2001100000","2001","32000","Shimane-ken","","2.01"
"2001100000","2001","33000","Okayama-ken","","1.90"
"2001100000","2001","34000","Hiroshima-ken","","1.70"
"2001100000","2001","35000","Yamaguchi-ken","","2.04"
"2001100000","2001","36000","Tokushima-ken","","2.24"
"2001100000","2001","37000","Kagawa-ken","","2.68"
"2001100000","2001","38000","Ehime-ken","","1.90"
"2001100000","2001","39000","Kochi-ken","","1.70"
"2001100000","2001","40000","Fukuoka-ken","","1.94"
"2001100000","2001","41000","Saga-ken","","2.27"
"2001100000","2001","42000","Nagasaki-ken","","1.60"
"2001100000","2001","43000","Kumamoto-ken","","1.77"
"2001100000","2001","44000","Oita-ken","","1.69"
"2001100000","2001","45000","Miyazaki-ken","","1.61"
"2001100000","2001","46000","Kagoshima-ken","","1.76"
"2001100000","2001","47000","Okinawa-ken","","2.04"
"2002100000","2002","00000","All Japan","","2.00"
"2002100000","2002","01000","Hokkaido","","1.61"
"2002100000","2002","02000","Aomori-ken","","1.72"
"2002100000","2002","03000","Iwate-ken","","1.68"
"2002100000","2002","04000","Miyagi-ken","","1.90"
"2002100000","2002","05000","Akita-ken","","2.20"
"2002100000","2002","06000","Yamagata-ken","","1.53"
"2002100000","2002","07000","Fukushima-ken","","1.79"
"2002100000","2002","08000","Ibaraki-ken","","2.06"
"2002100000","2002","09000","Tochigi-ken","","1.95"
"2002100000","2002","10000","Gumma-ken","","2.15"
"2002100000","2002","11000","Saitama-ken","","2.97"
"2002100000","2002","12000","Chiba-ken","","1.59"
"2002100000","2002","13000","Tokyo-to","","2.11"
"2002100000","2002","14000","Kanagawa-ken","","2.66"
"2002100000","2002","15000","Niigata-ken","","1.53"
"2002100000","2002","16000","Toyama-ken","","1.49"
"2002100000","2002","17000","Ishikawa-ken","","1.48"
"2002100000","2002","18000","Fukui-ken","","3.37"
"2002100000","2002","19000","Yamanashi-ken","","2.12"
"2002100000","2002","20000","Nagano-ken","","1.92"
"2002100000","2002","21000","Gifu-ken","","1.98"
